"Protocol" "Study" "CellType"
"D101_5" "CELseq" "GSE81076" "Gamma"
"D101_7" "CELseq" "GSE81076" "Acinar"
"D101_10" "CELseq" "GSE81076" "Alpha"
"D101_13" "CELseq" "GSE81076" "Delta"
"D101_14" "CELseq" "GSE81076" "Beta"
"D101_17" "CELseq" "GSE81076" "Ductal"
"D101_21" "CELseq" "GSE81076" "Acinar"
"D101_22" "CELseq" "GSE81076" "Delta"
"D101_25" "CELseq" "GSE81076" "Alpha"
"D101_27" "CELseq" "GSE81076" "Ductal"
"D101_29" "CELseq" "GSE81076" "Ductal"
"D101_31" "CELseq" "GSE81076" "Beta"
"D101_35" "CELseq" "GSE81076" "Beta"
"D101_37" "CELseq" "GSE81076" "Ductal"
"D101_43" "CELseq" "GSE81076" "Gamma"
"D101_48" "CELseq" "GSE81076" "other"
"D101_50" "CELseq" "GSE81076" "Acinar"
"D101_51" "CELseq" "GSE81076" "Acinar"
"D101_52" "CELseq" "GSE81076" "Acinar"
"D101_53" "CELseq" "GSE81076" "Acinar"
"D101_66" "CELseq" "GSE81076" "Acinar"
"D101_69" "CELseq" "GSE81076" "Ductal"
"D101_72" "CELseq" "GSE81076" "Ductal"
"D101_73" "CELseq" "GSE81076" "Acinar"
"D101_74" "CELseq" "GSE81076" "Acinar"
"D101_81" "CELseq" "GSE81076" "Alpha"
"D101_82" "CELseq" "GSE81076" "Acinar"
"D101_84" "CELseq" "GSE81076" "Alpha"
"D101_89" "CELseq" "GSE81076" "Beta"
"D101_93" "CELseq" "GSE81076" "Gamma"
"D101_95" "CELseq" "GSE81076" "Alpha"
"D102_1" "CELseq" "GSE81076" "Ductal"
"D102_4" "CELseq" "GSE81076" "Gamma"
"D102_7" "CELseq" "GSE81076" "Beta"
"D102_11" "CELseq" "GSE81076" "Beta"
"D102_17" "CELseq" "GSE81076" "Alpha"
"D102_18" "CELseq" "GSE81076" "Beta"
"D102_24" "CELseq" "GSE81076" "Beta"
"D102_25" "CELseq" "GSE81076" "Beta"
"D102_26" "CELseq" "GSE81076" "Acinar"
"D102_39" "CELseq" "GSE81076" "Beta"
"D102_45" "CELseq" "GSE81076" "Beta"
"D102_50" "CELseq" "GSE81076" "Delta"
"D102_51" "CELseq" "GSE81076" "Acinar"
"D102_54" "CELseq" "GSE81076" "Acinar"
"D102_55" "CELseq" "GSE81076" "Beta"
"D102_58" "CELseq" "GSE81076" "Beta"
"D102_59" "CELseq" "GSE81076" "Beta"
"D102_61" "CELseq" "GSE81076" "Delta"
"D102_63" "CELseq" "GSE81076" "Beta"
"D102_64" "CELseq" "GSE81076" "Ductal"
"D102_66" "CELseq" "GSE81076" "Beta"
"D102_68" "CELseq" "GSE81076" "Alpha"
"D102_69" "CELseq" "GSE81076" "Acinar"
"D102_71" "CELseq" "GSE81076" "Acinar"
"D102_73" "CELseq" "GSE81076" "Ductal"
"D102_76" "CELseq" "GSE81076" "Acinar"
"D102_78" "CELseq" "GSE81076" "Ductal"
"D102_79" "CELseq" "GSE81076" "Ductal"
"D102_87" "CELseq" "GSE81076" "Ductal"
"D102_91" "CELseq" "GSE81076" "Acinar"
"D102_93" "CELseq" "GSE81076" "Alpha"
"D102_94" "CELseq" "GSE81076" "Alpha"
"D102_96" "CELseq" "GSE81076" "Beta"
"D1713_1" "CELseq" "GSE81076" "Ductal"
"D1713_2" "CELseq" "GSE81076" "Ductal"
"D1713_3" "CELseq" "GSE81076" "Ductal"
"D1713_4" "CELseq" "GSE81076" "Ductal"
"D1713_5" "CELseq" "GSE81076" "Acinar"
"D1713_8" "CELseq" "GSE81076" "Acinar"
"D1713_9" "CELseq" "GSE81076" "Alpha"
"D1713_10" "CELseq" "GSE81076" "Ductal"
"D1713_11" "CELseq" "GSE81076" "Beta"
"D1713_12" "CELseq" "GSE81076" "Ductal"
"D1713_13" "CELseq" "GSE81076" "Ductal"
"D1713_14" "CELseq" "GSE81076" "Ductal"
"D1713_15" "CELseq" "GSE81076" "Acinar"
"D1713_16" "CELseq" "GSE81076" "Acinar"
"D1713_17" "CELseq" "GSE81076" "Ductal"
"D1713_18" "CELseq" "GSE81076" "Beta"
"D1713_19" "CELseq" "GSE81076" "Beta"
"D1713_20" "CELseq" "GSE81076" "Ductal"
"D1713_21" "CELseq" "GSE81076" "Alpha"
"D1713_22" "CELseq" "GSE81076" "Ductal"
"D1713_23" "CELseq" "GSE81076" "other"
"D1713_25" "CELseq" "GSE81076" "Ductal"
"D1713_26" "CELseq" "GSE81076" "Delta"
"D1713_27" "CELseq" "GSE81076" "Acinar"
"D1713_28" "CELseq" "GSE81076" "Ductal"
"D1713_29" "CELseq" "GSE81076" "Acinar"
"D1713_30" "CELseq" "GSE81076" "Ductal"
"D1713_31" "CELseq" "GSE81076" "Ductal"
"D1713_32" "CELseq" "GSE81076" "Ductal"
"D1713_33" "CELseq" "GSE81076" "Acinar"
"D1713_34" "CELseq" "GSE81076" "other"
"D1713_35" "CELseq" "GSE81076" "Ductal"
"D1713_38" "CELseq" "GSE81076" "other"
"D1713_40" "CELseq" "GSE81076" "other"
"D1713_41" "CELseq" "GSE81076" "Ductal"
"D1713_42" "CELseq" "GSE81076" "Acinar"
"D1713_43" "CELseq" "GSE81076" "Ductal"
"D1713_46" "CELseq" "GSE81076" "Ductal"
"D1713_47" "CELseq" "GSE81076" "Ductal"
"D1713_48" "CELseq" "GSE81076" "Ductal"
"D1713_49" "CELseq" "GSE81076" "Ductal"
"D1713_50" "CELseq" "GSE81076" "Acinar"
"D1713_51" "CELseq" "GSE81076" "other"
"D1713_52" "CELseq" "GSE81076" "Ductal"
"D1713_53" "CELseq" "GSE81076" "Ductal"
"D1713_54" "CELseq" "GSE81076" "Ductal"
"D1713_55" "CELseq" "GSE81076" "Ductal"
"D1713_56" "CELseq" "GSE81076" "Ductal"
"D1713_57" "CELseq" "GSE81076" "Ductal"
"D1713_58" "CELseq" "GSE81076" "Acinar"
"D1713_59" "CELseq" "GSE81076" "Ductal"
"D1713_61" "CELseq" "GSE81076" "Acinar"
"D1713_62" "CELseq" "GSE81076" "Acinar"
"D1713_63" "CELseq" "GSE81076" "Acinar"
"D1713_64" "CELseq" "GSE81076" "Ductal"
"D1713_65" "CELseq" "GSE81076" "Ductal"
"D1713_66" "CELseq" "GSE81076" "Ductal"
"D1713_67" "CELseq" "GSE81076" "Acinar"
"D1713_68" "CELseq" "GSE81076" "Acinar"
"D1713_69" "CELseq" "GSE81076" "Acinar"
"D1713_70" "CELseq" "GSE81076" "Acinar"
"D1713_71" "CELseq" "GSE81076" "Acinar"
"D1713_72" "CELseq" "GSE81076" "Acinar"
"D1713_73" "CELseq" "GSE81076" "Ductal"
"D1713_74" "CELseq" "GSE81076" "Ductal"
"D1713_75" "CELseq" "GSE81076" "Ductal"
"D1713_76" "CELseq" "GSE81076" "other"
"D1713_77" "CELseq" "GSE81076" "Ductal"
"D1713_79" "CELseq" "GSE81076" "Ductal"
"D1713_80" "CELseq" "GSE81076" "Acinar"
"D1713_81" "CELseq" "GSE81076" "Ductal"
"D1713_82" "CELseq" "GSE81076" "Ductal"
"D1713_83" "CELseq" "GSE81076" "Ductal"
"D1713_84" "CELseq" "GSE81076" "Ductal"
"D1713_85" "CELseq" "GSE81076" "Ductal"
"D1713_86" "CELseq" "GSE81076" "Acinar"
"D1713_87" "CELseq" "GSE81076" "Ductal"
"D1713_88" "CELseq" "GSE81076" "Ductal"
"D1713_89" "CELseq" "GSE81076" "Acinar"
"D1713_90" "CELseq" "GSE81076" "Alpha"
"D1713_91" "CELseq" "GSE81076" "Acinar"
"D1713_92" "CELseq" "GSE81076" "Acinar"
"D1713_93" "CELseq" "GSE81076" "Acinar"
"D1713_94" "CELseq" "GSE81076" "Ductal"
"D1713_95" "CELseq" "GSE81076" "Beta"
"D172444_1" "CELseq" "GSE81076" "Delta"
"D172444_4" "CELseq" "GSE81076" "Alpha"
"D172444_8" "CELseq" "GSE81076" "Alpha"
"D172444_9" "CELseq" "GSE81076" "Alpha"
"D172444_10" "CELseq" "GSE81076" "Alpha"
"D172444_11" "CELseq" "GSE81076" "Beta"
"D172444_12" "CELseq" "GSE81076" "Alpha"
"D172444_13" "CELseq" "GSE81076" "Alpha"
"D172444_14" "CELseq" "GSE81076" "Alpha"
"D172444_15" "CELseq" "GSE81076" "Ductal"
"D172444_17" "CELseq" "GSE81076" "Alpha"
"D172444_18" "CELseq" "GSE81076" "Alpha"
"D172444_19" "CELseq" "GSE81076" "Acinar"
"D172444_21" "CELseq" "GSE81076" "Beta"
"D172444_22" "CELseq" "GSE81076" "Alpha"
"D172444_23" "CELseq" "GSE81076" "Ductal"
"D172444_25" "CELseq" "GSE81076" "Alpha"
"D172444_26" "CELseq" "GSE81076" "Alpha"
"D172444_28" "CELseq" "GSE81076" "Alpha"
"D172444_29" "CELseq" "GSE81076" "Alpha"
"D172444_30" "CELseq" "GSE81076" "Alpha"
"D172444_31" "CELseq" "GSE81076" "Alpha"
"D172444_32" "CELseq" "GSE81076" "Alpha"
"D172444_33" "CELseq" "GSE81076" "Alpha"
"D172444_34" "CELseq" "GSE81076" "Alpha"
"D172444_35" "CELseq" "GSE81076" "Alpha"
"D172444_36" "CELseq" "GSE81076" "Alpha"
"D172444_37" "CELseq" "GSE81076" "Alpha"
"D172444_38" "CELseq" "GSE81076" "Alpha"
"D172444_41" "CELseq" "GSE81076" "Alpha"
"D172444_42" "CELseq" "GSE81076" "Alpha"
"D172444_43" "CELseq" "GSE81076" "Alpha"
"D172444_46" "CELseq" "GSE81076" "Alpha"
"D172444_47" "CELseq" "GSE81076" "Beta"
"D172444_48" "CELseq" "GSE81076" "Beta"
"D172444_49" "CELseq" "GSE81076" "Alpha"
"D172444_50" "CELseq" "GSE81076" "Beta"
"D172444_51" "CELseq" "GSE81076" "Beta"
"D172444_52" "CELseq" "GSE81076" "Alpha"
"D172444_53" "CELseq" "GSE81076" "Alpha"
"D172444_54" "CELseq" "GSE81076" "Alpha"
"D172444_55" "CELseq" "GSE81076" "Beta"
"D172444_56" "CELseq" "GSE81076" "Alpha"
"D172444_57" "CELseq" "GSE81076" "Alpha"
"D172444_58" "CELseq" "GSE81076" "Alpha"
"D172444_59" "CELseq" "GSE81076" "Ductal"
"D172444_60" "CELseq" "GSE81076" "Alpha"
"D172444_62" "CELseq" "GSE81076" "Beta"
"D172444_64" "CELseq" "GSE81076" "Alpha"
"D172444_65" "CELseq" "GSE81076" "Beta"
"D172444_66" "CELseq" "GSE81076" "Alpha"
"D172444_67" "CELseq" "GSE81076" "Beta"
"D172444_68" "CELseq" "GSE81076" "Gamma"
"D172444_69" "CELseq" "GSE81076" "Beta"
"D172444_71" "CELseq" "GSE81076" "Alpha"
"D172444_72" "CELseq" "GSE81076" "Alpha"
"D172444_73" "CELseq" "GSE81076" "Alpha"
"D172444_74" "CELseq" "GSE81076" "Beta"
"D172444_75" "CELseq" "GSE81076" "Alpha"
"D172444_76" "CELseq" "GSE81076" "Delta"
"D172444_77" "CELseq" "GSE81076" "Alpha"
"D172444_78" "CELseq" "GSE81076" "Alpha"
"D172444_79" "CELseq" "GSE81076" "Alpha"
"D172444_80" "CELseq" "GSE81076" "Delta"
"D172444_81" "CELseq" "GSE81076" "Alpha"
"D172444_83" "CELseq" "GSE81076" "Alpha"
"D172444_85" "CELseq" "GSE81076" "Alpha"
"D172444_86" "CELseq" "GSE81076" "Beta"
"D172444_87" "CELseq" "GSE81076" "Alpha"
"D172444_88" "CELseq" "GSE81076" "Alpha"
"D172444_90" "CELseq" "GSE81076" "Alpha"
"D172444_91" "CELseq" "GSE81076" "Alpha"
"D172444_92" "CELseq" "GSE81076" "Alpha"
"D172444_93" "CELseq" "GSE81076" "Alpha"
"D17All1_1" "CELseq" "GSE81076" "Alpha"
"D17All1_2" "CELseq" "GSE81076" "Gamma"
"D17All1_3" "CELseq" "GSE81076" "Beta"
"D17All1_4" "CELseq" "GSE81076" "Alpha"
"D17All1_5" "CELseq" "GSE81076" "Beta"
"D17All1_6" "CELseq" "GSE81076" "Beta"
"D17All1_7" "CELseq" "GSE81076" "Beta"
"D17All1_8" "CELseq" "GSE81076" "Alpha"
"D17All1_9" "CELseq" "GSE81076" "Ductal"
"D17All1_10" "CELseq" "GSE81076" "Alpha"
"D17All1_11" "CELseq" "GSE81076" "Ductal"
"D17All1_12" "CELseq" "GSE81076" "Beta"
"D17All1_16" "CELseq" "GSE81076" "Ductal"
"D17All1_18" "CELseq" "GSE81076" "Gamma"
"D17All1_19" "CELseq" "GSE81076" "Beta"
"D17All1_20" "CELseq" "GSE81076" "Ductal"
"D17All1_22" "CELseq" "GSE81076" "Beta"
"D17All1_23" "CELseq" "GSE81076" "Beta"
"D17All1_24" "CELseq" "GSE81076" "Ductal"
"D17All1_25" "CELseq" "GSE81076" "Acinar"
"D17All1_26" "CELseq" "GSE81076" "Ductal"
"D17All1_27" "CELseq" "GSE81076" "Alpha"
"D17All1_28" "CELseq" "GSE81076" "Gamma"
"D17All1_29" "CELseq" "GSE81076" "Ductal"
"D17All1_30" "CELseq" "GSE81076" "Alpha"
"D17All1_31" "CELseq" "GSE81076" "Ductal"
"D17All1_32" "CELseq" "GSE81076" "Ductal"
"D17All1_33" "CELseq" "GSE81076" "Delta"
"D17All1_35" "CELseq" "GSE81076" "Beta"
"D17All1_36" "CELseq" "GSE81076" "Acinar"
"D17All1_37" "CELseq" "GSE81076" "Delta"
"D17All1_38" "CELseq" "GSE81076" "Beta"
"D17All1_39" "CELseq" "GSE81076" "Delta"
"D17All1_40" "CELseq" "GSE81076" "Beta"
"D17All1_41" "CELseq" "GSE81076" "Ductal"
"D17All1_42" "CELseq" "GSE81076" "Alpha"
"D17All1_43" "CELseq" "GSE81076" "Alpha"
"D17All1_44" "CELseq" "GSE81076" "Ductal"
"D17All1_45" "CELseq" "GSE81076" "Ductal"
"D17All1_46" "CELseq" "GSE81076" "Alpha"
"D17All1_47" "CELseq" "GSE81076" "Ductal"
"D17All1_48" "CELseq" "GSE81076" "Ductal"
"D17All1_49" "CELseq" "GSE81076" "Alpha"
"D17All1_50" "CELseq" "GSE81076" "Acinar"
"D17All1_51" "CELseq" "GSE81076" "Beta"
"D17All1_52" "CELseq" "GSE81076" "Acinar"
"D17All1_53" "CELseq" "GSE81076" "Ductal"
"D17All1_54" "CELseq" "GSE81076" "Delta"
"D17All1_55" "CELseq" "GSE81076" "Alpha"
"D17All1_56" "CELseq" "GSE81076" "Ductal"
"D17All1_57" "CELseq" "GSE81076" "Alpha"
"D17All1_58" "CELseq" "GSE81076" "Alpha"
"D17All1_59" "CELseq" "GSE81076" "Delta"
"D17All1_60" "CELseq" "GSE81076" "Beta"
"D17All1_61" "CELseq" "GSE81076" "Delta"
"D17All1_62" "CELseq" "GSE81076" "Alpha"
"D17All1_63" "CELseq" "GSE81076" "Beta"
"D17All1_64" "CELseq" "GSE81076" "Alpha"
"D17All1_65" "CELseq" "GSE81076" "Ductal"
"D17All1_66" "CELseq" "GSE81076" "Beta"
"D17All1_69" "CELseq" "GSE81076" "Acinar"
"D17All1_70" "CELseq" "GSE81076" "Beta"
"D17All1_71" "CELseq" "GSE81076" "Beta"
"D17All1_72" "CELseq" "GSE81076" "Beta"
"D17All1_73" "CELseq" "GSE81076" "Alpha"
"D17All1_74" "CELseq" "GSE81076" "Alpha"
"D17All1_75" "CELseq" "GSE81076" "Beta"
"D17All1_76" "CELseq" "GSE81076" "Ductal"
"D17All1_77" "CELseq" "GSE81076" "Delta"
"D17All1_78" "CELseq" "GSE81076" "Ductal"
"D17All1_79" "CELseq" "GSE81076" "Ductal"
"D17All1_80" "CELseq" "GSE81076" "Delta"
"D17All1_81" "CELseq" "GSE81076" "Beta"
"D17All1_82" "CELseq" "GSE81076" "Beta"
"D17All1_83" "CELseq" "GSE81076" "Beta"
"D17All1_84" "CELseq" "GSE81076" "Ductal"
"D17All1_86" "CELseq" "GSE81076" "Ductal"
"D17All1_87" "CELseq" "GSE81076" "Beta"
"D17All1_88" "CELseq" "GSE81076" "Alpha"
"D17All1_89" "CELseq" "GSE81076" "Alpha"
"D17All1_90" "CELseq" "GSE81076" "Beta"
"D17All1_91" "CELseq" "GSE81076" "Beta"
"D17All1_92" "CELseq" "GSE81076" "Acinar"
"D17All1_93" "CELseq" "GSE81076" "Alpha"
"D17All1_95" "CELseq" "GSE81076" "Beta"
"D17All1_96" "CELseq" "GSE81076" "Acinar"
"D17All2_1" "CELseq" "GSE81076" "Alpha"
"D17All2_2" "CELseq" "GSE81076" "Beta"
"D17All2_3" "CELseq" "GSE81076" "Acinar"
"D17All2_4" "CELseq" "GSE81076" "Ductal"
"D17All2_6" "CELseq" "GSE81076" "Alpha"
"D17All2_7" "CELseq" "GSE81076" "Delta"
"D17All2_8" "CELseq" "GSE81076" "Ductal"
"D17All2_9" "CELseq" "GSE81076" "Alpha"
"D17All2_10" "CELseq" "GSE81076" "Beta"
"D17All2_11" "CELseq" "GSE81076" "Alpha"
"D17All2_12" "CELseq" "GSE81076" "Beta"
"D17All2_13" "CELseq" "GSE81076" "Beta"
"D17All2_14" "CELseq" "GSE81076" "Gamma"
"D17All2_15" "CELseq" "GSE81076" "Alpha"
"D17All2_16" "CELseq" "GSE81076" "Alpha"
"D17All2_17" "CELseq" "GSE81076" "Alpha"
"D17All2_18" "CELseq" "GSE81076" "Ductal"
"D17All2_19" "CELseq" "GSE81076" "Delta"
"D17All2_20" "CELseq" "GSE81076" "Beta"
"D17All2_21" "CELseq" "GSE81076" "Beta"
"D17All2_22" "CELseq" "GSE81076" "Beta"
"D17All2_23" "CELseq" "GSE81076" "Ductal"
"D17All2_24" "CELseq" "GSE81076" "Alpha"
"D17All2_25" "CELseq" "GSE81076" "Beta"
"D17All2_26" "CELseq" "GSE81076" "Beta"
"D17All2_27" "CELseq" "GSE81076" "Alpha"
"D17All2_28" "CELseq" "GSE81076" "Gamma"
"D17All2_29" "CELseq" "GSE81076" "Ductal"
"D17All2_30" "CELseq" "GSE81076" "Beta"
"D17All2_31" "CELseq" "GSE81076" "Beta"
"D17All2_32" "CELseq" "GSE81076" "Alpha"
"D17All2_34" "CELseq" "GSE81076" "Beta"
"D17All2_35" "CELseq" "GSE81076" "Beta"
"D17All2_36" "CELseq" "GSE81076" "Beta"
"D17All2_37" "CELseq" "GSE81076" "Alpha"
"D17All2_38" "CELseq" "GSE81076" "Gamma"
"D17All2_39" "CELseq" "GSE81076" "Alpha"
"D17All2_40" "CELseq" "GSE81076" "Alpha"
"D17All2_41" "CELseq" "GSE81076" "Beta"
"D17All2_43" "CELseq" "GSE81076" "Alpha"
"D17All2_44" "CELseq" "GSE81076" "Alpha"
"D17All2_45" "CELseq" "GSE81076" "Alpha"
"D17All2_46" "CELseq" "GSE81076" "Gamma"
"D17All2_47" "CELseq" "GSE81076" "Alpha"
"D17All2_48" "CELseq" "GSE81076" "Ductal"
"D17All2_49" "CELseq" "GSE81076" "Delta"
"D17All2_52" "CELseq" "GSE81076" "Alpha"
"D17All2_53" "CELseq" "GSE81076" "Ductal"
"D17All2_54" "CELseq" "GSE81076" "Ductal"
"D17All2_55" "CELseq" "GSE81076" "Beta"
"D17All2_56" "CELseq" "GSE81076" "Beta"
"D17All2_57" "CELseq" "GSE81076" "Beta"
"D17All2_58" "CELseq" "GSE81076" "Ductal"
"D17All2_59" "CELseq" "GSE81076" "Ductal"
"D17All2_61" "CELseq" "GSE81076" "Delta"
"D17All2_62" "CELseq" "GSE81076" "Alpha"
"D17All2_63" "CELseq" "GSE81076" "Beta"
"D17All2_64" "CELseq" "GSE81076" "Beta"
"D17All2_65" "CELseq" "GSE81076" "Beta"
"D17All2_66" "CELseq" "GSE81076" "Ductal"
"D17All2_68" "CELseq" "GSE81076" "Beta"
"D17All2_69" "CELseq" "GSE81076" "Beta"
"D17All2_70" "CELseq" "GSE81076" "Ductal"
"D17All2_71" "CELseq" "GSE81076" "Ductal"
"D17All2_72" "CELseq" "GSE81076" "Ductal"
"D17All2_74" "CELseq" "GSE81076" "Alpha"
"D17All2_76" "CELseq" "GSE81076" "Ductal"
"D17All2_77" "CELseq" "GSE81076" "Ductal"
"D17All2_78" "CELseq" "GSE81076" "Delta"
"D17All2_79" "CELseq" "GSE81076" "Acinar"
"D17All2_80" "CELseq" "GSE81076" "Acinar"
"D17All2_81" "CELseq" "GSE81076" "Ductal"
"D17All2_83" "CELseq" "GSE81076" "other"
"D17All2_84" "CELseq" "GSE81076" "Alpha"
"D17All2_85" "CELseq" "GSE81076" "Gamma"
"D17All2_86" "CELseq" "GSE81076" "other"
"D17All2_87" "CELseq" "GSE81076" "Beta"
"D17All2_88" "CELseq" "GSE81076" "Alpha"
"D17All2_90" "CELseq" "GSE81076" "Beta"
"D17All2_91" "CELseq" "GSE81076" "Ductal"
"D17All2_92" "CELseq" "GSE81076" "Beta"
"D17All2_93" "CELseq" "GSE81076" "other"
"D17All2_94" "CELseq" "GSE81076" "Beta"
"D17All2_95" "CELseq" "GSE81076" "Beta"
"D17TGFB_1" "CELseq" "GSE81076" "Alpha"
"D17TGFB_2" "CELseq" "GSE81076" "Alpha"
"D17TGFB_3" "CELseq" "GSE81076" "Ductal"
"D17TGFB_4" "CELseq" "GSE81076" "Acinar"
"D17TGFB_5" "CELseq" "GSE81076" "Ductal"
"D17TGFB_6" "CELseq" "GSE81076" "Acinar"
"D17TGFB_7" "CELseq" "GSE81076" "Acinar"
"D17TGFB_8" "CELseq" "GSE81076" "Acinar"
"D17TGFB_9" "CELseq" "GSE81076" "Acinar"
"D17TGFB_10" "CELseq" "GSE81076" "Acinar"
"D17TGFB_11" "CELseq" "GSE81076" "Alpha"
"D17TGFB_12" "CELseq" "GSE81076" "Acinar"
"D17TGFB_13" "CELseq" "GSE81076" "Alpha"
"D17TGFB_14" "CELseq" "GSE81076" "Acinar"
"D17TGFB_15" "CELseq" "GSE81076" "Alpha"
"D17TGFB_16" "CELseq" "GSE81076" "Alpha"
"D17TGFB_17" "CELseq" "GSE81076" "Acinar"
"D17TGFB_19" "CELseq" "GSE81076" "Acinar"
"D17TGFB_20" "CELseq" "GSE81076" "Alpha"
"D17TGFB_21" "CELseq" "GSE81076" "Acinar"
"D17TGFB_22" "CELseq" "GSE81076" "Acinar"
"D17TGFB_23" "CELseq" "GSE81076" "Acinar"
"D17TGFB_24" "CELseq" "GSE81076" "Ductal"
"D17TGFB_25" "CELseq" "GSE81076" "Ductal"
"D17TGFB_26" "CELseq" "GSE81076" "Acinar"
"D17TGFB_27" "CELseq" "GSE81076" "Ductal"
"D17TGFB_28" "CELseq" "GSE81076" "Ductal"
"D17TGFB_29" "CELseq" "GSE81076" "Alpha"
"D17TGFB_31" "CELseq" "GSE81076" "Acinar"
"D17TGFB_32" "CELseq" "GSE81076" "Acinar"
"D17TGFB_33" "CELseq" "GSE81076" "Acinar"
"D17TGFB_34" "CELseq" "GSE81076" "Acinar"
"D17TGFB_35" "CELseq" "GSE81076" "Alpha"
"D17TGFB_36" "CELseq" "GSE81076" "Acinar"
"D17TGFB_37" "CELseq" "GSE81076" "Ductal"
"D17TGFB_38" "CELseq" "GSE81076" "Acinar"
"D17TGFB_39" "CELseq" "GSE81076" "Acinar"
"D17TGFB_40" "CELseq" "GSE81076" "Alpha"
"D17TGFB_41" "CELseq" "GSE81076" "Acinar"
"D17TGFB_42" "CELseq" "GSE81076" "Acinar"
"D17TGFB_43" "CELseq" "GSE81076" "Acinar"
"D17TGFB_44" "CELseq" "GSE81076" "Acinar"
"D17TGFB_45" "CELseq" "GSE81076" "Acinar"
"D17TGFB_47" "CELseq" "GSE81076" "Acinar"
"D17TGFB_48" "CELseq" "GSE81076" "Alpha"
"D17TGFB_49" "CELseq" "GSE81076" "Acinar"
"D17TGFB_51" "CELseq" "GSE81076" "Acinar"
"D17TGFB_52" "CELseq" "GSE81076" "Alpha"
"D17TGFB_53" "CELseq" "GSE81076" "Alpha"
"D17TGFB_54" "CELseq" "GSE81076" "Acinar"
"D17TGFB_55" "CELseq" "GSE81076" "Acinar"
"D17TGFB_56" "CELseq" "GSE81076" "Acinar"
"D17TGFB_57" "CELseq" "GSE81076" "Acinar"
"D17TGFB_58" "CELseq" "GSE81076" "Acinar"
"D17TGFB_59" "CELseq" "GSE81076" "Acinar"
"D17TGFB_61" "CELseq" "GSE81076" "Acinar"
"D17TGFB_63" "CELseq" "GSE81076" "Alpha"
"D17TGFB_64" "CELseq" "GSE81076" "Ductal"
"D17TGFB_65" "CELseq" "GSE81076" "Alpha"
"D17TGFB_66" "CELseq" "GSE81076" "Acinar"
"D17TGFB_67" "CELseq" "GSE81076" "Acinar"
"D17TGFB_68" "CELseq" "GSE81076" "Beta"
"D17TGFB_69" "CELseq" "GSE81076" "Alpha"
"D17TGFB_70" "CELseq" "GSE81076" "Alpha"
"D17TGFB_71" "CELseq" "GSE81076" "Acinar"
"D17TGFB_72" "CELseq" "GSE81076" "Acinar"
"D17TGFB_73" "CELseq" "GSE81076" "Alpha"
"D17TGFB_74" "CELseq" "GSE81076" "Acinar"
"D17TGFB_75" "CELseq" "GSE81076" "Alpha"
"D17TGFB_76" "CELseq" "GSE81076" "Acinar"
"D17TGFB_77" "CELseq" "GSE81076" "other"
"D17TGFB_78" "CELseq" "GSE81076" "Alpha"
"D17TGFB_79" "CELseq" "GSE81076" "Acinar"
"D17TGFB_80" "CELseq" "GSE81076" "Acinar"
"D17TGFB_81" "CELseq" "GSE81076" "Ductal"
"D17TGFB_82" "CELseq" "GSE81076" "Alpha"
"D17TGFB_83" "CELseq" "GSE81076" "Ductal"
"D17TGFB_85" "CELseq" "GSE81076" "Acinar"
"D17TGFB_86" "CELseq" "GSE81076" "Ductal"
"D17TGFB_87" "CELseq" "GSE81076" "Ductal"
"D17TGFB_88" "CELseq" "GSE81076" "Ductal"
"D17TGFB_89" "CELseq" "GSE81076" "Acinar"
"D17TGFB_90" "CELseq" "GSE81076" "Alpha"
"D17TGFB_91" "CELseq" "GSE81076" "Alpha"
"D17TGFB_92" "CELseq" "GSE81076" "Acinar"
"D17TGFB_93" "CELseq" "GSE81076" "Acinar"
"D17TGFB_94" "CELseq" "GSE81076" "Alpha"
"D17TGFB_95" "CELseq" "GSE81076" "Alpha"
"D28.1_1" "CELseq2" "GSE85241" "Alpha"
"D28.1_2" "CELseq2" "GSE85241" "other"
"D28.1_3" "CELseq2" "GSE85241" "Delta"
"D28.1_4" "CELseq2" "GSE85241" "Alpha"
"D28.1_5" "CELseq2" "GSE85241" "Acinar"
"D28.1_13" "CELseq2" "GSE85241" "Acinar"
"D28.1_15" "CELseq2" "GSE85241" "Alpha"
"D28.1_17" "CELseq2" "GSE85241" "Alpha"
"D28.1_26" "CELseq2" "GSE85241" "other"
"D28.1_29" "CELseq2" "GSE85241" "Alpha"
"D28.1_30" "CELseq2" "GSE85241" "Alpha"
"D28.1_37" "CELseq2" "GSE85241" "Acinar"
"D28.1_38" "CELseq2" "GSE85241" "Acinar"
"D28.1_39" "CELseq2" "GSE85241" "Alpha"
"D28.1_40" "CELseq2" "GSE85241" "Alpha"
"D28.1_41" "CELseq2" "GSE85241" "Alpha"
"D28.1_43" "CELseq2" "GSE85241" "Alpha"
"D28.1_49" "CELseq2" "GSE85241" "Ductal"
"D28.1_50" "CELseq2" "GSE85241" "Acinar"
"D28.1_51" "CELseq2" "GSE85241" "Alpha"
"D28.1_52" "CELseq2" "GSE85241" "Acinar"
"D28.1_55" "CELseq2" "GSE85241" "Acinar"
"D28.1_61" "CELseq2" "GSE85241" "Delta"
"D28.1_62" "CELseq2" "GSE85241" "Acinar"
"D28.1_63" "CELseq2" "GSE85241" "Alpha"
"D28.1_64" "CELseq2" "GSE85241" "Ductal"
